"OC_CODICE_PROGRAMMA";"x_CICLO";"x_AMBITO";"x_GRUPPO";"x_PROGRAMMA";"x_REGNAZ";"TIPO";"NOTE"
"AIELLOSABFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"ALCARALIFUFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"ALTOPASCIOFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"AQUILAFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"ARIELLIFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"BAGNONEFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"BAIANOFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"BARIFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"BAUCINAFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"BELVEDMARFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"BONITOFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"BORGOVELFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"BUGGIANOFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"BUSCEMIFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"CALASCIBFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"CALITRIFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"CAMAIOREFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"CAMERANOFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"CAMMARATAFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"CANICATBAGNFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"CAPANNORIFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"CASTELBARFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"CASTELPIANFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"CASTROFILIPFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"CASTRTERMEFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"CATENANUOVFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"CAVRIGLIAFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"CELLELIGURFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"CERCHIOFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"CERTALDOFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"CETRAROFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"CHIESUZZANFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"CHIUSIFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"CIVITELLAFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"CUGNOLIFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"CUORGNEFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"DICOMANOFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"FIRENZEFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"FOIANOVALFORFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"FORLIFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"FORLIMPOPFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"FORTUNAGOFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"FOSSACESIAFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"FRONTONEFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"FSCCAPRAIAELIM";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"FSCCOMAGLIENTU";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"FSCCOMBADESI";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"FSCCOMBARLETTA";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"FSCCOMBELPASSO";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"FSCCOMCERIGNALE";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"FSCCOMCIANCIANA";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"FSCCOMERCOLANO";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"FSCCOMFRIGENTO";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"FSCCOMGALLIPOLI";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"FSCCOMGERREDCAP";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"FSCCOMGRUAPPULA";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"FSCCOMMANDURIA";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"FSCCOMMARFRANCA";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"FSCCOMOFFIDA";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"FSCCOMSARZANA";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"FSCCOMSGBIANCO";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"FSCCOMSIENA";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"FSCCOMSTERGALLU";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"FSCCOMSTORINESE";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"FSCCOMUNEAGGIUS";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"FSCCOMUNEBARGA";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"FSCCOMUNEEMPOLI";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"FSCCOMUNEPESARO";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"FSCCOMUNEPRATO";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"FSCCOMUNEROMA";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"FSCCOMUNETERNI";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"FSCCORCIANO";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"FSCCTRIAGULTUVG";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"FSCIMPRUNETA";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"FSCLETTOMANOPPE";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"FSCMANOPPELLO";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"FSCMONTECCHIO";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"FSCRONCHIDEILEG";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"FSCSANTEMARIE";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"FSCTERRANUOVABR";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"GALATIMAMERFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"GALEATAFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"GANGIFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"GRADARAFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"GRATTERIFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"LAMPORECFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"LARCIANOFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"LASCARIFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"MACERATAFELFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"MAIRANOFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"MALETTOFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"MARLIANAFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"MASSCOZZILFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"MELDOLAFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"MELICUCCOFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"MERCATCONCAFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"MINTURNOFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"MISILMERIFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"MONSUMTERMEFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"MONTALEFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"MONTECFOGLFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"MONTECTERMEFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"MONTEFREDFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"MONTEGRIMFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"MONTEMILONEFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"MONTERIGFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"MONTEROSALMFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"MONTESILVANFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"MONTOROFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"NOVARASICFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"OTTATIFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"PANETTIERIFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"PELAGOFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"PESCARAFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"PETTINEOFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"PIEVENIEVFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"POGGIBONSIFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"POGGIORSFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"PONTEBUGGFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"QUARRATAFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"REINOFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"ROCCARASOFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"ROCCASICFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"SAGATALIBATFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"SAMBPISTFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"SANCONOFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"SANGEMINIFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"SANGIOVLAPUFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"SANMARCPITFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"SANMAURCASFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"SANSTEFASPFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"SANTADOMFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"SANTADOMVITFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"SANTALFIOFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"SANTASOFIAFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"SANVITOLOCFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
"SCARPERIAFSC";"2007-2013";"FSC";"NAZ-NEW";"RISORSE FSC ASSEGNATE AI COMUNI";"NAZ";3;"Monitorato su BDU 2014-2020. Accorpato in FSCCOMUNI"
