anno;tipo;id_old;name_old;id_new;name_new
1992;AP;16045;Calolziocorte;97013;Calolziocorte
2099;X;97014;Carenno;97014;Carenno
1992;AP;16054;Carenno;97014;Carenno
2099;X;97015;Casargo;97015;Casargo
1992;AP;13049;Casargo;97015;Casargo
2099;X;97016;Casatenovo;97016;Casatenovo
1992;AP;13051;Casatenovo;97016;Casatenovo
2099;X;97017;Cassago Brianza;97017;Cassago Brianza
1992;AP;13054;Cassago Brianza;97017;Cassago Brianza
2099;X;97018;Cassina Valsassina;97018;Cassina Valsassina
1992;AP;13056;Cassina Valsassina;97018;Cassina Valsassina
2099;X;97019;Castello di Brianza;97019;Castello di Brianza
1992;AP;13057;Castello di Brianza;97019;Castello di Brianza
2099;X;97020;Cernusco Lombardone;97020;Cernusco Lombardone
1992;AP;13066;Cernusco Lombardone;97020;Cernusco Lombardone
2099;X;97021;Cesana Brianza;97021;Cesana Brianza
1992;AP;13067;Cesana Brianza;97021;Cesana Brianza
2099;X;97022;Civate;97022;Civate
1992;AP;13069;Civate;97022;Civate
2099;X;97023;Colico;97023;Colico
1992;AP;13072;Colico;97023;Colico
2099;X;97024;Colle Brianza;97024;Colle Brianza
1992;AP;13073;Colle Brianza;97024;Colle Brianza
2099;X;97025;Cortenova;97025;Cortenova
1992;AP;13078;Cortenova;97025;Cortenova
2099;X;97026;Costa Masnaga;97026;Costa Masnaga
1992;AP;13079;Costa Masnaga;97026;Costa Masnaga
2099;X;97027;Crandola Valsassina;97027;Crandola Valsassina
1992;AP;13080;Crandola Valsassina;97027;Crandola Valsassina
2099;X;97028;Cremella;97028;Cremella
1992;AP;13081;Cremella;97028;Cremella
2099;X;97029;Cremeno;97029;Cremeno
1992;AP;13082;Cremeno;97029;Cremeno
2099;X;97030;Dervio;97030;Dervio
1992;AP;13086;Dervio;97030;Dervio
2099;X;97031;Dolzago;97031;Dolzago
1992;AP;13088;Dolzago;97031;Dolzago
2099;X;97032;Dorio;97032;Dorio
1992;AP;13091;Dorio;97032;Dorio
2099;X;97033;Ello;97033;Ello
1992;AP;13094;Ello;97033;Ello
2099;X;97034;Erve;97034;Erve
1992;AP;16095;Erve;97034;Erve
2099;X;97035;Esino Lario;97035;Esino Lario
1992;AP;13096;Esino Lario;97035;Esino Lario
2099;X;97036;Galbiate;97036;Galbiate
